,enumerator,family,family_2,misc1,misc2,misc3,file,path
3854,Rahma (RN),Magnoliaceae (done),Macadamia integrifolia,,,,021_5282350_delta-tocotrienol.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Macadamia integrifolia/021_5282350_delta-tocotrienol.sdf
3855,Rahma (RN),Magnoliaceae (done),Macadamia integrifolia,,,,020_5282349_gamma-tocotrienol.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Macadamia integrifolia/020_5282349_gamma-tocotrienol.sdf
3856,Rahma (RN),Magnoliaceae (done),Macadamia integrifolia,,,,017_14985_alpha-tocopherol.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Macadamia integrifolia/017_14985_alpha-tocopherol.sdf
3857,Rahma (RN),Magnoliaceae (done),Macadamia integrifolia,,,,018_92729_gamma-tocopherol.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Macadamia integrifolia/018_92729_gamma-tocopherol.sdf
3858,Rahma (RN),Magnoliaceae (done),Macadamia integrifolia,,,,022_638072_squalene.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Macadamia integrifolia/022_638072_squalene.sdf
3859,Rahma (RN),Magnoliaceae (done),Magnolia elegans atau Aromadendron elegans,,,,(-)-n-acetylanonaine_6453733.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Magnolia elegans atau Aromadendron elegans/(-)-n-acetylanonaine_6453733.sdf
3860,Rahma (RN),Magnoliaceae (done),Magnolia elegans atau Aromadendron elegans,,,,liriodenine_10144.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Magnolia elegans atau Aromadendron elegans/liriodenine_10144.sdf
3861,Rahma (RN),Magnoliaceae (done),Magnolia elegans atau Aromadendron elegans,,,,pontevedrin_11047165.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Magnolia elegans atau Aromadendron elegans/pontevedrin_11047165.sdf
3862,Rahma (RN),Magnoliaceae (done),Magnolia elegans atau Aromadendron elegans,,,,(-)-N-Acetylnornuciferine.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Magnolia elegans atau Aromadendron elegans/(-)-N-Acetylnornuciferine.sdf
3863,Rahma (RN),Magnoliaceae (done),Magnolia elegans atau Aromadendron elegans,,,,predicentrine.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Magnolia elegans atau Aromadendron elegans/predicentrine.sdf
3864,Rahma (RN),Magnoliaceae (done),Magnolia elegans atau Aromadendron elegans,,,,oxoglacine_97662.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Magnolia elegans atau Aromadendron elegans/oxoglacine_97662.sdf
3865,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,micheline A_197018.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/micheline A_197018.sdf
3866,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,linalool_6549.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/linalool_6549.sdf
3867,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,indole_798.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/indole_798.sdf
3868,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,alfa-pinene_6654.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/alfa-pinene_6654.sdf
3869,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,beta-pinene.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/beta-pinene.sdf
3870,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,beta-phellandrene_11142.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/beta-phellandrene_11142.sdf
3871,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,myrcene.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/myrcene.sdf
3872,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,limonene_22311.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/limonene_22311.sdf
3873,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,"1,8-cineole_2758.sdf","drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/1,8-cineole_2758.sdf"
3874,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,alfa-cubebene_442359.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/alfa-cubebene_442359.sdf
3875,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,alfa-copaene_92042749.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/alfa-copaene_92042749.sdf
3876,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,beta-elemene_6918391.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/beta-elemene_6918391.sdf
3877,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,alfa-humulene_5281520.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/alfa-humulene_5281520.sdf
3878,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,germacrene D_5373727.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/germacrene D_5373727.sdf
3879,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,beta-selinene_442393.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/beta-selinene_442393.sdf
3880,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,delta-cadinene_441005.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/delta-cadinene_441005.sdf
3881,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,nerolidol_5284507.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/nerolidol_5284507.sdf
3882,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,1-hexadecene_12395.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/1-hexadecene_12395.sdf
3883,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,2-nonanone_13187.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/2-nonanone_13187.sdf
3884,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,alfa-bergamotene_86608.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/alfa-bergamotene_86608.sdf
3885,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,alfa-cadinol_10398656.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/alfa-cadinol_10398656.sdf
3886,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,alfa-guaiene_107152.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/alfa-guaiene_107152.sdf
3887,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,alfa-muurolene_12306047.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/alfa-muurolene_12306047.sdf
3888,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,alfa-phellandrene_7460.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/alfa-phellandrene_7460.sdf
3889,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,alfa-santalene_94164.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/alfa-santalene_94164.sdf
3890,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,alfa-terpinene_7462.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/alfa-terpinene_7462.sdf
3891,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,alfa-terpineol_17100.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/alfa-terpineol_17100.sdf
3892,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,beta caryophyllene_5281515.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/beta caryophyllene_5281515.sdf
3893,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,beta-ocimene_18756.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/beta-ocimene_18756.sdf
3894,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,borneol_64685.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/borneol_64685.sdf
3895,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,bornyl acetate_6448.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/bornyl acetate_6448.sdf
3896,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,camphene.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/camphene.sdf
3897,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,camphene hydrate.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/camphene hydrate.sdf
3898,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,caryophyllene oxide_1742210.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/caryophyllene oxide_1742210.sdf
3899,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,cis linalool oxide (pyranoid)_6427787.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/cis linalool oxide (pyranoid)_6427787.sdf
3900,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,cis-beta-ocimene_5320250.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/cis-beta-ocimene_5320250.sdf
3901,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,delta-cadinene_3084311.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/delta-cadinene_3084311.sdf
3902,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,delta-cadinol_12309449.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/delta-cadinol_12309449.sdf
3903,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,elemol_92138.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/elemol_92138.sdf
3904,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,ethyl 2-methylbutirate_24020.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/ethyl 2-methylbutirate_24020.sdf
3905,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,ethylbenzoate_7165.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/ethylbenzoate_7165.sdf
3906,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,gamma-muurolene_6432308.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/gamma-muurolene_6432308.sdf
3907,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,gamma-terpinene_7461.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/gamma-terpinene_7461.sdf
3908,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,geraniol_637566.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/geraniol_637566.sdf
3909,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,menthol_1254.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/menthol_1254.sdf
3910,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,methyl 2-methylbutyrate_13357.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/methyl 2-methylbutyrate_13357.sdf
3911,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,methyl chavicol_8815.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/methyl chavicol_8815.sdf
3912,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,methyl eugenol_7127.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/methyl eugenol_7127.sdf
3913,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,methyl isoeugenol_637776.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/methyl isoeugenol_637776.sdf
3914,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,methyl-p-tert-butylphenyl acetate_605629.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/methyl-p-tert-butylphenyl acetate_605629.sdf
3915,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,nerol_643820.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/nerol_643820.sdf
3916,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,nerol oxide_61275.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/nerol oxide_61275.sdf
3917,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,phenyl ethyl alcohol_6054.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/phenyl ethyl alcohol_6054.sdf
3918,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,prenol_11173.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/prenol_11173.sdf
3919,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,sabinene_18818.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/sabinene_18818.sdf
3920,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,safrole_5144.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/safrole_5144.sdf
3921,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,"selina-4,11-diene_6427714.sdf","drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/selina-4,11-diene_6427714.sdf"
3922,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,terpine-4-ol_11230.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/terpine-4-ol_11230.sdf
3923,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,terpinolene_11463.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/terpinolene_11463.sdf
3924,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,theaspirane_61953.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/theaspirane_61953.sdf
3925,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,trans-linalool oxide (pyranoid)_6428300.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/trans-linalool oxide (pyranoid)_6428300.sdf
3926,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,vanillin_1183.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/vanillin_1183.sdf
3927,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,octanol_957.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/octanol_957.sdf
3928,Rahma (RN),Magnoliaceae (done),Michelia alba,,,,michelalbine_10378981.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia alba/michelalbine_10378981.sdf
3929,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,palmitic acid_985.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/palmitic acid_985.sdf
3930,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,linalool_6549.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/linalool_6549.sdf
3931,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,alfa-pinene_6654.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/alfa-pinene_6654.sdf
3932,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,camphene_6616.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/camphene_6616.sdf
3933,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,beta-pinene.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/beta-pinene.sdf
3934,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,beta-phellandrene_11142.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/beta-phellandrene_11142.sdf
3935,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,myrcene.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/myrcene.sdf
3936,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,limonene_22311.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/limonene_22311.sdf
3937,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,"1,8-cineole_2758.sdf","drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/1,8-cineole_2758.sdf"
3938,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,terpinolene_11463.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/terpinolene_11463.sdf
3939,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,alfa-cubebene_442359.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/alfa-cubebene_442359.sdf
3940,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,alfa-copaene_92042749.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/alfa-copaene_92042749.sdf
3941,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,beta-cubebene_93081.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/beta-cubebene_93081.sdf
3942,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,beta elemene_6918391.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/beta elemene_6918391.sdf
3943,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,beta-caryophyllene_5281515.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/beta-caryophyllene_5281515.sdf
3944,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,alloaromadendrene_91746537.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/alloaromadendrene_91746537.sdf
3945,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,alfa-humulene_5281520.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/alfa-humulene_5281520.sdf
3946,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,alfa-amorphene_12306046.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/alfa-amorphene_12306046.sdf
3947,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,germacrene D_5373727.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/germacrene D_5373727.sdf
3948,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,beta salinene_442393.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/beta salinene_442393.sdf
3949,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,alfa-slinene_10856614.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/alfa-slinene_10856614.sdf
3950,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,bicyclogermacrene.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/bicyclogermacrene.sdf
3951,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,delta-cadinene_441005.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/delta-cadinene_441005.sdf
3952,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,1S-calamenene_6429077.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/1S-calamenene_6429077.sdf
3953,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,gamma-cadinene_6432404.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/gamma-cadinene_6432404.sdf
3954,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,caryophllene oxide_1742210.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/caryophllene oxide_1742210.sdf
3955,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,ledol_11074994.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/ledol_11074994.sdf
3956,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,nerolidol_5284507.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/nerolidol_5284507.sdf
3957,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,spathulenol_92231.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/spathulenol_92231.sdf
3958,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,alfa-patchoulene_521710.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/alfa-patchoulene_521710.sdf
3959,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,selina-3.7(11)-diene_522296.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/selina-3.7(11)-diene_522296.sdf
3960,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,T-cadinol_160799.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/T-cadinol_160799.sdf
3961,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,9-octadecyne_141998.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/9-octadecyne_141998.sdf
3962,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,2-furanmethanamine.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/2-furanmethanamine.sdf
3963,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,vit e_14985.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/vit e_14985.sdf
3964,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,gamma-sitosterol_457801.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/gamma-sitosterol_457801.sdf
3965,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,pyridine-3-carboxylic acid_938.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/pyridine-3-carboxylic acid_938.sdf
3966,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,1-heptadecyne.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/1-heptadecyne.sdf
3967,Rahma (RN),Magnoliaceae (done),Manglietia glauca,,,,friedalan-3-one_15559351.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Manglietia glauca/friedalan-3-one_15559351.sdf
3968,Rahma (RN),Magnoliaceae (done),Michelia champaca,,,,partenolide_7251185.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia champaca/partenolide_7251185.sdf
3969,Rahma (RN),Magnoliaceae (done),Michelia champaca,,,,guaiol_227829.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia champaca/guaiol_227829.sdf
3970,Rahma (RN),Magnoliaceae (done),Michelia champaca,,,,(-)-pinocampheol_7271803.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia champaca/(-)-pinocampheol_7271803.sdf
3971,Rahma (RN),Magnoliaceae (done),Michelia champaca,,,,micheline A_197018.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia champaca/micheline A_197018.sdf
3972,Rahma (RN),Magnoliaceae (done),Michelia champaca,,,,magnoflorine_73337.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia champaca/magnoflorine_73337.sdf
3973,Rahma (RN),Magnoliaceae (done),Michelia champaca,,,,beta-sitosterol_222284.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia champaca/beta-sitosterol_222284.sdf
3974,Rahma (RN),Magnoliaceae (done),Michelia champaca,,,,micheliolide_442279.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia champaca/micheliolide_442279.sdf
3975,Rahma (RN),Magnoliaceae (done),Michelia champaca,,,,(-)-anonaine_160597.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia champaca/(-)-anonaine_160597.sdf
3976,Rahma (RN),Magnoliaceae (done),Michelia champaca,,,,(-)-asimadoline_179340.sdf,drive/My Drive/Database Ligan Covid-19/Rahma (RN)/Magnoliaceae (done)/Michelia champaca/(-)-asimadoline_179340.sdf
